Segment,Start,End,NGS_read_count,ACC_num,Replicate,Cells,Time,Context,Compartment,Resolution,MOI
PA,258,1967,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,258,1990,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,258,2027,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,259,1833,5,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,259,1851,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,259,1869,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,259,1915,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,259,1916,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,259,1928,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,259,1929,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,260,1796,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,260,1813,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,260,1928,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,260,1959,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,260,2134,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,261,1914,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,261,1972,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,261,1988,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,261,2168,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,266,1863,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,266,1976,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,267,1609,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,267,1748,5,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,268,1781,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,270,1675,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,270,1887,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,273,1880,16,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,273,1887,6,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,273,1975,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,274,1936,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,275,1859,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,276,1845,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,276,1858,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,276,1888,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,276,1953,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,277,1850,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,277,1873,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,277,1886,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,277,1891,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,277,1901,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,277,1922,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,277,2163,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,278,1884,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,279,1974,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,279,2000,6,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,280,1834,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,280,2042,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,282,2135,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,283,2044,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,284,1828,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,285,1884,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,285,1983,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,286,1824,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,286,1872,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,287,1829,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,287,1841,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,287,2107,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,288,2122,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,289,1937,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,290,1801,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,290,2064,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,290,2074,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,291,1858,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,291,1979,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,291,2111,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,293,1800,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,293,1979,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,293,2023,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,293,2095,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,293,2113,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,294,1808,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,294,1974,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,294,2011,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,294,317,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,296,1845,5,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,297,1974,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,297,2085,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,299,1633,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,300,1906,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,300,1920,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,300,2053,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,301,1782,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,301,1868,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,301,1879,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,301,1905,6,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,301,2085,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,302,1713,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,302,1780,17,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,302,1828,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,302,1874,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,302,1927,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,303,1887,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,303,1918,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,304,1815,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,304,1948,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,304,1955,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,305,1893,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,305,1979,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,306,1947,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,306,1957,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,307,1923,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,308,2069,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,309,2129,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,309,2198,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,310,1873,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,311,1901,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,312,1953,39,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,314,1867,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,315,1754,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,315,1809,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,316,1673,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,316,1818,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,316,1906,5,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,316,1915,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,318,1986,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,321,2045,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,322,1907,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,322,2078,8,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,322,2079,22,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,324,1674,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,324,1709,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,324,1921,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,324,2082,17,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,326,2108,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,329,1866,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,333,1873,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,335,1870,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,336,1693,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,336,1854,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,338,1796,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,338,1820,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,339,1754,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,339,1807,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,339,1874,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,33,1550,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,341,1825,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,341,1924,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,342,1868,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,342,2048,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,345,1879,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,346,1871,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,351,1802,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,353,2206,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,354,1837,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,354,1862,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,354,1900,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,358,1792,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,358,1823,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,360,1929,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,361,1842,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,366,1775,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,366,1801,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,367,1787,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,369,1754,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,36,2000,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,372,1741,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,372,2086,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,374,2110,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,377,1804,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,377,2031,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,378,1737,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,378,1849,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,388,1892,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,389,2102,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,394,1740,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,401,1960,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,404,1919,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,407,2034,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,410,1792,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,411,1875,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,411,1975,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,412,1906,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,413,1699,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,415,1717,6,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,415,1845,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,417,1717,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,422,1932,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,425,1884,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,427,2044,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,437,1749,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,439,1712,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,439,1821,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,452,2018,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,453,1951,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,458,1744,5,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,458,2164,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,475,1974,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,475,2034,8,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,480,2123,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,492,1884,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,496,1987,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,497,1892,18,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,498,1694,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,499,2044,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,500,2037,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,506,1960,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,50,103,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,520,2090,6,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,52,164,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,532,2083,18,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,532,2190,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,539,1700,8,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,545,1719,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,548,1620,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,549,1948,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,551,1621,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,559,1632,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,561,1678,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,564,2049,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,571,1636,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,571,1756,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,574,1706,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,576,1604,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,583,1704,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,586,1918,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,589,2123,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,595,1668,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,596,2158,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,61,2048,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,72,167,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,731,2169,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,76,1861,5,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,76,2053,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,777,2215,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,77,2046,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,78,1866,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,78,1919,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,797,2171,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,81,1888,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,81,2027,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,81,2040,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,81,2074,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,82,1833,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,82,1990,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,82,2011,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,82,2041,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,83,2050,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,83,2065,6,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,84,164,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,84,1844,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,84,1937,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,84,2027,7,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,84,2063,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,84,2067,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,84,2070,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,84,371,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,85,1798,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,85,1869,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,85,1916,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,85,2049,5,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,85,2059,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,86,2041,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,88,192,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,88,2059,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,88,2063,4,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,88,2064,7,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,88,2080,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,89,2042,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,90,2049,3,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,90,2064,8,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,91,1830,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,91,1917,2,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PA,91,1968,1,SRR14352110,B,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
