Segment,Start,End,NGS_read_count,ACC_num,IFNAR,IFNLR,Cells,Replicate,Resolution,Context,Compartment
PB1,196,2113,92,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,196,2126,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1970,2056,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1971,2046,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1972,1997,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,197,2032,61,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,197,2037,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,197,2063,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,197,2087,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,197,2106,12,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,197,2129,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1981,2033,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1986,2166,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1987,2016,43,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1987,2054,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1988,2046,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,198,2080,5,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,198,2102,39,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1990,2168,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1990,2180,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1991,2044,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1991,2071,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1994,2016,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,1994,2054,291,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,1949,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,1988,210,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,1995,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2008,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2030,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2037,8,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2056,18,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2082,15,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2085,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2087,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2110,7,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2129,513,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2177,78,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,199,2230,7,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2003,2053,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2008,2033,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,1970,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,1989,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,2055,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,2072,7,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,2077,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2011,2057,6,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2013,2045,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2014,2072,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2015,2037,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,201,2045,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,201,2079,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,201,2093,27,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,201,2109,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,202,2080,311,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2030,2057,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2032,2059,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2035,2110,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2035,2166,35,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2036,2063,35,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2037,2111,10,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,203,2054,11,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,203,2110,105,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2042,2108,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2045,2111,1029,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2047,2113,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2048,2109,6,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2048,2114,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,204,2083,43,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2051,2077,20,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2052,2080,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2052,2099,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2087,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2110,29,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2129,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2165,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2177,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2054,2092,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2054,2204,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,205,2110,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2060,2110,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2060,2129,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2065,2103,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2066,2106,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2067,2107,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2068,2114,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2069,2102,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2070,2110,175,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2074,2100,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2074,2103,18,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2076,2105,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2076,2116,269,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2079,2109,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2079,2128,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2082,2116,18,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2084,2110,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2085,2113,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2087,2111,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2087,2128,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2087,2164,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,208,2050,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,208,2089,45,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,208,2100,12,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2090,2115,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2090,2129,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2098,2187,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2104,2129,13,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2108,2166,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2109,2141,13,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2109,2186,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,210,2035,9,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,210,2046,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,210,2146,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2110,2166,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,211,2070,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2128,2158,16,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2128,2165,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2128,2230,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,212,1550,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,213,2011,9,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2141,2167,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2141,2169,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,214,2072,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2156,2204,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,215,2055,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2163,2197,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2163,2200,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2164,2258,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,216,2050,15,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2175,2200,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2176,2246,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2178,2210,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2178,2223,9,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2202,2230,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2203,2247,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2210,2241,12,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2228,2264,15,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2230,2259,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,223,1966,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,223,2014,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,230,1962,5,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,230,2138,8,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,231,2038,77,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,231,2109,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,231,2164,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,232,2103,8,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,237,2055,13,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,238,2056,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,240,2037,91,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,243,2029,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,244,1999,69,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,246,1942,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,247,2004,10,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,247,2173,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,248,2016,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,248,2091,12,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,249,2083,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,250,1972,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,250,1973,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,250,1979,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,251,1958,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,251,2110,29,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,251,2177,14,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,252,1898,55,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,252,2080,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,1884,16,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,1915,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,1988,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,2054,24,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,2091,75,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,2110,12,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,289,225,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,1983,114,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,1984,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,2031,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,2057,24,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,2062,22,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,2086,37,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,295,18,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,255,1883,14,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,255,1968,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,255,2053,79,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,1919,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,1952,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,2089,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,292,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,301,7,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1826,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1949,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1958,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1971,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1985,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1988,21,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1995,9,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,2259,19,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,289,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,259,2055,13,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,259,2072,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,260,1972,10,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,260,2080,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,260,2102,46,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,260,2113,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1188,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1884,5,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1958,5,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1971,17,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1988,125,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1995,10,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2014,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2054,47,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2071,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2110,9,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2129,18,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,289,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,262,1902,197,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,262,1950,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,262,2036,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,262,2062,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,263,1990,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,264,2004,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,264,2059,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,265,2003,187,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,265,2100,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,266,1923,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,266,1945,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,267,1994,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,267,2005,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,268,1898,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,268,1996,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,268,2080,25,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,1913,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,1942,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,1953,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,2016,86,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,2054,59,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,270,1834,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,270,1935,55,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,270,2111,7,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,270,348,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1748,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1937,55,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1955,887,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1960,11,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1973,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1997,27,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,2075,17,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,2222,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,272,1956,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,272,1961,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,272,2007,72,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,272,2104,96,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,273,1965,616,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,274,1966,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,275,1906,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,276,1950,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,276,1959,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,276,2259,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,277,2037,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,278,2002,11,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,278,2074,14,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1897,33,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1906,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1907,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1958,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,2016,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,2054,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,2056,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,2091,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,280,1944,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,280,2066,84,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,280,2080,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,281,1966,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,281,2061,30,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,281,2129,72,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,282,1959,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,282,1972,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,282,1999,17,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,282,2130,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,283,1900,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,283,1941,55,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,283,1946,37,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,283,331,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1637,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1870,15,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1896,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1899,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1990,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,285,1826,7,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,285,1894,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,285,1896,48,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,285,1977,180,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,285,2003,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,285,2004,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,286,1880,5,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,286,1899,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,286,1978,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,287,2005,65,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,287,2080,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,287,2221,58,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1477,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1829,615,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1884,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1887,37,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1901,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1928,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1949,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1966,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,2071,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,1830,6,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,1898,204,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,1959,5,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,1989,37,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,1999,8,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,2038,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,2178,59,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,290,1899,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,290,2112,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,291,1960,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,291,1963,3,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,291,2003,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,291,2257,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,291,418,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,294,1902,5,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,295,1889,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,295,1890,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,296,1895,4,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,296,1959,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,296,2006,121,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,297,1988,1,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,298,1896,2,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
PB1,299,1987,6,SRR16770186,0,1,Mouse,1,bulk,in vivo,unknown
