Segment,Start,End,NGS_read_count,ACC_num,Resolution,Cells,Context,MOI,Time,Compartment,Replicate
PB2,693,1687,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,724,1887,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,733,1461,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,750,1262,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,779,1471,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,788,1488,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,830,1950,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,842,1411,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,881,2139,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,894,1392,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,91,2153,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,96,2084,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB2,975,1966,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,107,2113,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1084,1923,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1092,2064,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,115,138,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1171,1952,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1189,2241,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1222,1866,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1234,2211,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,129,2181,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,130,2157,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,132,2056,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,134,1488,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,136,2124,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,137,2082,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,137,2110,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,139,165,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,139,2129,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,142,2115,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,149,2140,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,161,2072,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,162,2087,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,162,2094,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,162,2110,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,162,2129,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,164,2008,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,164,2056,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,164,2085,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,164,2149,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1663,1864,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1697,1724,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,174,1720,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,175,2065,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,178,1971,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,180,2103,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1835,2002,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,184,2052,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,184,2110,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1870,1938,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,187,2093,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,188,2081,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1896,1928,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,190,1978,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,191,1667,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,191,2113,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,192,2129,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,193,2057,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,194,1996,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1951,1973,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,195,1995,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,195,2016,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,195,2091,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,195,2110,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,196,2057,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1977,2014,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,1978,2073,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,197,2062,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,199,1971,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,199,2063,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,199,2077,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,199,2085,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,199,2094,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,199,2110,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,199,2129,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,200,2055,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,200,2072,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,2036,2095,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,204,2016,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,204,2088,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,205,2129,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,206,2127,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,2070,2095,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,2070,2129,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,2070,2165,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,2073,2107,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,207,2109,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,2109,2132,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,2128,2230,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,212,1956,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,213,1957,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,213,1988,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,213,2110,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,213,280,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,214,1971,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,214,2148,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,215,2038,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,215,2053,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,215,2093,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,223,1954,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,223,1988,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,223,2014,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,223,2071,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,229,2054,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,237,1343,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,244,2107,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,255,1472,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,256,1969,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,258,2158,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,25,1750,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,25,2005,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,25,2011,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,25,2116,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,25,2192,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,260,2079,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,261,2054,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,261,2071,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,26,1499,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,26,1940,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,26,2053,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,26,78,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,271,1997,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,272,2060,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,274,1872,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,275,1779,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,279,1897,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,281,1959,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,281,2056,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,282,1999,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,283,1838,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,284,1899,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,284,1973,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,286,1973,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,288,1839,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,288,1906,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,288,1929,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,288,1949,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,288,2071,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,288,376,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,289,1822,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,289,1898,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,290,2112,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,294,1859,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,297,2041,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,297,347,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,298,2030,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,300,1899,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,300,1952,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,300,2109,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,303,1883,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,303,1896,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,303,1953,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,304,1878,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,304,1936,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,306,1916,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,308,1959,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,309,1860,5,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,310,1844,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,310,1888,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,311,1826,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,316,1857,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,318,1932,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,320,2032,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,321,2080,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,324,2019,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,325,1924,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,326,1981,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,326,2007,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,328,1821,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,328,1914,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,328,2127,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,329,1898,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,329,1989,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,333,2031,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,334,1935,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,336,1876,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,338,1875,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,338,1876,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,338,1897,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,338,1978,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,338,2061,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,339,2164,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,340,1919,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,344,1880,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,344,1909,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,345,1895,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,346,1906,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,346,1968,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,346,2011,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,346,2014,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,346,2054,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,347,1690,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,347,1989,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,347,1996,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,348,1874,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,349,1891,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,349,1912,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,351,1897,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,353,1925,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,353,1964,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,353,1970,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,354,1824,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,357,1899,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,357,1957,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,359,1453,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,360,1776,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,369,1830,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,372,1950,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,372,2063,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,373,1832,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,374,1897,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,374,2005,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,375,1858,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,375,1897,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,375,1915,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,378,1823,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,381,1884,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,381,1901,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,381,451,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,383,1831,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,386,1902,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,391,1905,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,393,1949,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,395,1829,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,404,2110,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,406,1848,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,409,2038,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,410,2038,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,411,1673,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,412,1947,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,413,1926,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,416,1981,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,417,1793,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,419,1914,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,421,1863,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,421,1936,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,426,1862,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,428,2063,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,429,1719,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,430,1906,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,431,1833,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,431,1934,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,434,1978,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,450,1876,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,450,1901,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,462,1751,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,465,1723,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,475,1725,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,480,1950,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,500,1716,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,523,1695,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,524,1629,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,525,1761,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,526,1744,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,526,1884,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,527,1754,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,536,1735,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,537,1877,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,538,1557,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,53,2200,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,548,1947,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,558,1736,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,559,1930,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,560,1782,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,560,1820,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,563,1899,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,568,2030,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,574,1667,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,574,1837,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,575,1607,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,575,1829,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,578,2018,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,587,1782,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,591,1753,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,598,1628,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,604,1686,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,617,1714,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,620,1688,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,622,2015,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,623,1687,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,643,1729,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,643,1744,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,674,1682,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,675,1522,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,678,1521,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,680,1658,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,681,1666,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,68,116,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,68,2110,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,68,96,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,696,1610,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,700,1598,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,700,2085,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,718,1571,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,720,1596,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,726,1565,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,735,1557,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,781,1989,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,788,1539,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,795,1521,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PB1,836,1491,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
