Segment,Start,End,NGS_read_count,ACC_num,Cells,Time,Replicate,Context,Compartment,Resolution,MOI
HA,184,1459,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,284,1318,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,284,1349,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,342,1314,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,377,433,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,39,133,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,420,567,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,852,1089,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,124,707,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,145,1361,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,245,1366,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,256,1240,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,273,1212,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,338,1276,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,365,1166,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,536,631,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,559,875,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,687,1455,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,696,735,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,804,1067,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,906,932,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,146,741,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,379,802,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,429,469,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,464,741,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,52,741,96,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NS,57,530,35,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,124,2135,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,163,2006,47,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,182,2144,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,198,2157,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,2094,2151,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,224,2138,35,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,293,1760,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,436,1762,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,112,2129,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,121,2118,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,133,164,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,136,2099,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,137,2129,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,167,2110,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,168,2130,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1855,2093,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,195,2033,22,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1985,2030,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1985,2031,7,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,199,2158,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,252,1898,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,260,1972,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,268,2049,9,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,269,2054,32,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,272,2101,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,283,1896,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,338,2118,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,375,1928,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,438,1828,7,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,54,77,6,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,122,2027,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,146,1990,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,170,1924,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,182,1943,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,206,1916,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,208,1952,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,281,413,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,301,1844,22,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,462,1813,8,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,720,1961,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,126,1470,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1365,1485,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,140,1547,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1551,1585,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,170,1546,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,184,1459,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,284,1349,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,315,1467,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,342,1314,4,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,39,133,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,600,1095,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,229,315,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,256,1240,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,284,1230,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,335,1219,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,345,1322,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,426,451,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,670,1311,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,730,821,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NA,779,856,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NA,786,1337,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,146,741,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,50,739,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,52,741,113,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,53,742,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,724,821,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NS,56,644,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NS,57,530,39,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,108,2102,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,163,2006,49,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,182,2144,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,195,2040,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,2115,2262,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,224,2138,30,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,225,2096,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,121,2118,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,125,2099,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,133,164,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,137,2129,4,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1486,2130,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,162,2110,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,168,2130,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,180,2067,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,195,2033,19,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1985,2031,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,199,2008,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,233,1911,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,260,1972,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,268,1898,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,268,2049,5,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,269,1949,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,269,2054,30,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,270,2109,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,299,1857,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,321,1898,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,325,1822,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,348,1917,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,371,1897,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,381,2030,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,413,1897,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,426,1898,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,438,1828,10,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,54,77,5,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,594,1542,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,107,156,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,122,157,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,122,2027,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,146,1990,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,146,2027,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,206,1916,5,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,208,1952,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,257,2002,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,281,413,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,293,1816,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,301,1844,27,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,315,1926,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,360,1888,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,389,1761,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,416,1854,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,462,1813,7,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,720,1961,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1269,1446,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1411,1458,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1455,1563,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1497,1702,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1551,1585,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,184,1459,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,284,1349,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,422,596,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,605,1213,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,619,1012,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,707,794,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,791,872,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,809,854,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,145,1307,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,201,1269,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,202,1324,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,204,1199,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,256,1240,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,284,1230,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,338,1276,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,374,1145,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,565,1375,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,670,1311,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,898,972,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NA,1002,1031,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NA,152,177,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,146,741,4,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,52,741,116,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,53,742,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,542,585,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NS,52,525,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NS,57,530,41,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,109,2003,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,1418,1645,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,163,2006,47,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,1678,1720,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,182,2144,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,224,2138,32,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,293,1760,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,295,343,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,309,1973,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,436,1762,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,121,2118,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,137,2129,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,143,2128,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,147,2080,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1691,2130,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,195,2033,22,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,197,2035,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1985,2031,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,254,2012,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,255,2109,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,268,2049,9,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,269,2054,31,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,270,2081,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,299,1857,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,299,1896,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,330,1936,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,345,1898,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,363,1883,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,371,1897,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,381,2030,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,410,1775,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,438,1828,14,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,441,1828,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,50,643,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,531,1896,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,54,77,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,594,1542,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,60,2206,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,636,1486,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,781,920,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,124,2063,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,138,1990,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,138,208,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,138,246,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,150,2069,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,178,1924,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,190,1909,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,202,1918,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,202,2026,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,206,1904,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,206,1916,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,208,1952,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,220,1907,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,281,413,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,293,1816,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,301,1844,22,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,453,1631,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,462,1813,8,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1067,1089,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1378,1514,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1551,1585,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,170,1428,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,184,1459,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,284,1349,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,311,1378,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,342,1314,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,256,1240,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,290,1210,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,338,1276,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,416,1070,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NA,155,1206,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NA,320,342,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,127,741,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,407,482,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,44,741,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,52,741,106,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NS,109,530,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NS,57,530,44,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,163,2006,52,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,163,2152,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,176,2106,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,224,2138,25,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,436,1762,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,114,2204,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,137,2129,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,164,2091,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,168,2130,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1818,2056,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,195,2033,21,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1985,2030,4,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1985,2031,4,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,258,2116,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,260,1972,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,268,1898,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,268,2049,7,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,269,2054,32,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,272,2101,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,345,1898,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,346,2071,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,410,1775,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,413,1897,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,438,1828,6,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,463,1824,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,54,77,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,594,1272,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,594,2130,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,606,1747,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,73,101,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,121,1845,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,122,2027,4,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,146,1990,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,199,240,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,206,1916,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,208,1952,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,244,1906,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,258,1948,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,281,413,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,293,1816,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,301,1844,21,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,462,1813,8,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,720,1961,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PA,72,1947,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1365,1485,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,140,1547,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,1551,1585,3,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,284,1349,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
HA,670,722,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,1158,1210,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,204,1199,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,224,1339,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,290,1210,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,340,1165,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NP,670,1311,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,51,749,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,52,515,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,52,741,107,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
M,53,742,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
NS,57,530,47,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,1224,1261,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,145,2086,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,163,2006,42,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,182,2144,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,224,2138,36,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,259,1994,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,277,1814,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,295,343,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB2,436,1762,2,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,114,2204,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,121,2118,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1486,2133,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,162,2116,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,178,2129,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1875,1921,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,189,1978,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,195,2033,21,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,196,1986,1,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
PB1,1985,2031,6,SRR7722033,A549,24,2,in vitro,intracellular,singlecell,5
