Segment,Start,End,NGS_read_count,ACC_num,Cells,Time,Replicate,Context,Compartment,Resolution
PB2,223,2048,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,224,2030,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,230,2061,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,236,2165,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,242,2234,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,246,2054,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,247,2089,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,258,2024,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,267,1935,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,272,2054,5,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,274,1973,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,275,2004,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,277,1403,8,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,278,2178,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,295,2011,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,299,1972,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,306,331,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,324,2086,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,328,1969,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,334,2069,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,342,1944,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,385,1991,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,432,1811,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,435,1790,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,441,1862,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,449,1759,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,450,1761,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,467,1822,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,468,1746,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,468,1793,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,470,1793,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,478,1762,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,500,1761,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,548,1575,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,558,1733,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,569,1623,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,576,1671,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,577,1755,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,582,1888,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,586,1476,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,588,1656,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,612,1872,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,61,112,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,630,1567,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,687,1360,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,750,1552,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,795,1566,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,802,1233,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,806,1539,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,808,1615,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,824,895,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,84,224,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB2,894,2151,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,112,2166,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,113,2110,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,114,150,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,116,2167,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,121,2058,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,122,2059,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,123,2006,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,123,2168,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,1265,1899,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,1279,1307,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,132,2085,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,135,1986,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,136,2080,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,136,2113,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,137,2065,6,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,137,2110,10,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,138,2147,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,139,2056,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,139,2110,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,139,2141,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,144,2103,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,144,2114,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,145,2097,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,145,2100,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,145,2103,25,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,145,2154,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,145,2168,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,146,2082,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,1533,1568,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,159,1326,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,1707,2131,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,179,2110,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,1811,1913,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,184,2052,12,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,1876,1899,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,189,2103,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,193,2110,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,195,1988,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,197,1936,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,2002,2100,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,2020,2249,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,203,2096,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,206,2085,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,207,1552,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,208,2103,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,2152,2227,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,229,2091,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,233,2115,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,255,2093,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,255,2109,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,256,2103,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,268,1876,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,284,2006,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,286,1899,6,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,289,1980,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,291,355,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,293,1992,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,325,1963,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,328,1821,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,328,2054,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,328,360,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,331,1911,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,333,1896,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,349,1873,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,349,1899,3,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,350,1897,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,351,1897,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,351,1947,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,352,1930,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,355,1929,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,357,1847,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,357,1899,5,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,357,2081,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,359,1836,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,359,2014,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,361,388,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,364,1847,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,364,1899,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,365,1953,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,368,1916,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,371,1998,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,373,1829,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,373,1901,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,375,1714,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,375,1881,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,375,1908,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,376,1903,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,377,1899,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,378,1938,3,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,383,1897,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,383,1932,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,388,1900,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,390,1873,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,391,1897,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,399,1900,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,407,1720,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,410,1821,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,410,1898,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,410,517,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,412,1899,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,416,2006,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,422,1876,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,426,1936,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,428,1784,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,433,1824,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,458,1814,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,45,2032,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,462,1815,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,464,1834,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,464,2005,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,465,1729,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,466,1899,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,46,115,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,46,1822,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,46,2055,5,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,471,1877,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,472,1747,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,48,91,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,508,1686,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,524,1787,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,53,121,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,544,1898,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,548,1826,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,548,1861,8,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,54,2054,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,562,1675,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,574,1533,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,574,1593,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,574,712,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,580,1495,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,585,1719,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,58,128,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,594,1542,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,601,1522,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,601,1646,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,605,1695,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,607,1578,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,617,1833,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,61,1900,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,620,1681,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,624,1666,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,624,1821,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,638,1523,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,650,1577,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,661,1454,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,667,1525,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,678,1490,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,678,1521,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,699,1518,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,705,1523,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,706,1457,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,73,365,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,786,923,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,78,138,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,78,2054,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,830,1811,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,855,1381,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,877,1482,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,88,2059,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PB1,915,1309,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,100,1954,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,102,166,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,109,151,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,126,192,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,130,1954,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,134,1971,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,137,165,7,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,138,214,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,139,169,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,139,181,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,140,1972,6,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,150,198,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,150,200,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,156,214,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,158,1954,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,158,1958,3,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,159,1936,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,1630,1716,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,168,210,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,1690,1713,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,174,1959,3,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,175,2041,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,179,1860,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,180,1983,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,183,223,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,190,1925,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,190,1949,12,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,1924,1976,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,192,1954,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,197,1939,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,197,1954,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,198,2004,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,206,1971,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,208,1984,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,213,1960,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,216,2008,5,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,217,261,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,219,1794,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,219,1944,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,220,1954,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,221,1995,6,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,221,249,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,223,1976,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,231,263,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,232,1939,11,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,233,1883,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,233,1941,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,238,2013,5,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,239,333,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,240,1840,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,240,1925,7,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,241,1852,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,249,2007,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,254,1863,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,257,1926,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,257,2086,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,258,1877,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,259,1929,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,275,1862,3,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,278,1716,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,281,1807,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,282,1910,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,293,1813,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,293,1971,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,294,1886,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,294,317,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,294,343,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,295,1926,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,296,1906,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,297,1811,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,299,1915,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,302,2086,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,303,1955,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,303,355,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,304,1854,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,308,1909,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,309,1777,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,341,1805,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,348,1874,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,351,1755,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,351,1820,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,351,1862,2,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,351,1939,4,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,355,386,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,357,1717,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,358,1845,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,365,1759,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,365,1842,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,391,1948,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,393,1754,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,406,1792,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,411,436,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,412,1717,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,416,1847,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,432,1774,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,434,1870,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,444,1859,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,473,1942,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
PA,474,1824,1,ERR4566032,MRC5,48hpi,1,in vitro,intracellular,singlecell
