index,ID,UMAP1,UMAP2,Cluster,center_x,center_y
3899,A_PuertoRico_8_1934_PB1_256_2100,-0.13313425,4.6954274,1,2.5819721,5.142653
3900,A_PuertoRico_8_1934_PB1_256_2103,-0.115280986,4.81581,1,2.5819721,5.142653
3901,A_PuertoRico_8_1934_PB1_256_2167,-0.29741308,4.99013,1,2.5819721,5.142653
3902,A_PuertoRico_8_1934_PB1_256_301,-0.1867182,4.86717,1,2.5819721,5.142653
3903,A_PuertoRico_8_1934_PB1_257_1871,9.109618,3.8448315,0,8.571022,4.451144
3904,A_PuertoRico_8_1934_PB1_257_1958,9.3406105,3.4468021,0,8.571022,4.451144
3905,A_PuertoRico_8_1934_PB1_257_1998,9.223464,3.5826862,0,8.571022,4.451144
3906,A_PuertoRico_8_1934_PB1_257_2024,8.774871,3.4055173,0,8.571022,4.451144
3907,A_PuertoRico_8_1934_PB1_257_2074,4.157905,2.8489592,1,2.5819721,5.142653
3908,A_PuertoRico_8_1934_PB1_257_2080,4.13773,2.9735816,1,2.5819721,5.142653
3909,A_PuertoRico_8_1934_PB1_257_289,9.827368,2.1049616,0,8.571022,4.451144
3910,A_PuertoRico_8_1934_PB1_258_1829,7.314627,2.358286,0,8.571022,4.451144
3911,A_PuertoRico_8_1934_PB1_258_1887,7.2509265,2.2054927,0,8.571022,4.451144
3912,A_PuertoRico_8_1934_PB1_258_1942,7.2422853,2.3726058,0,8.571022,4.451144
3913,A_PuertoRico_8_1934_PB1_258_1949,7.190782,2.3077226,0,8.571022,4.451144
3914,A_PuertoRico_8_1934_PB1_258_1956,7.0623927,2.2317863,0,8.571022,4.451144
3915,A_PuertoRico_8_1934_PB1_258_1958,9.353832,3.1642253,0,8.571022,4.451144
3916,A_PuertoRico_8_1934_PB1_258_1988,8.871777,2.9342992,0,8.571022,4.451144
3917,A_PuertoRico_8_1934_PB1_258_1995,9.334767,3.0474608,0,8.571022,4.451144
3918,A_PuertoRico_8_1934_PB1_258_2030,7.252577,2.1291258,0,8.571022,4.451144
3919,A_PuertoRico_8_1934_PB1_258_2052,6.840628,2.4796038,0,8.571022,4.451144
3920,A_PuertoRico_8_1934_PB1_258_2063,7.167925,2.2390764,0,8.571022,4.451144
3921,A_PuertoRico_8_1934_PB1_258_2082,7.2890234,2.363487,0,8.571022,4.451144
3922,A_PuertoRico_8_1934_PB1_258_2105,7.191199,2.3358605,0,8.571022,4.451144
3923,A_PuertoRico_8_1934_PB1_258_2129,7.912941,0.6022447,0,8.571022,4.451144
3924,A_PuertoRico_8_1934_PB1_258_2141,7.2425756,2.166665,0,8.571022,4.451144
3925,A_PuertoRico_8_1934_PB1_258_2177,9.841184,2.9353065,0,8.571022,4.451144
3926,A_PuertoRico_8_1934_PB1_258_2259,6.8827925,2.530677,0,8.571022,4.451144
3927,A_PuertoRico_8_1934_PB1_258_289,7.2105846,2.2806375,0,8.571022,4.451144
3928,A_PuertoRico_8_1934_PB1_258_298,7.214728,2.2745128,0,8.571022,4.451144
3929,A_PuertoRico_8_1934_PB1_259_2015,3.8695116,4.0516176,1,2.5819721,5.142653
3930,A_PuertoRico_8_1934_PB1_259_2072,4.3149533,3.8544776,1,2.5819721,5.142653
3931,A_PuertoRico_8_1934_PB1_259_2204,4.319529,3.7615323,1,2.5819721,5.142653
3932,A_PuertoRico_8_1934_PB1_25_2116,6.8836846,2.8356142,0,8.571022,4.451144
3933,A_PuertoRico_8_1934_PB1_260_1989,3.995823,2.4314654,1,2.5819721,5.142653
3934,A_PuertoRico_8_1934_PB1_260_1996,4.003174,2.4428773,1,2.5819721,5.142653
3935,A_PuertoRico_8_1934_PB1_260_1999,4.0748935,2.374054,1,2.5819721,5.142653
3936,A_PuertoRico_8_1934_PB1_260_2002,4.0808344,2.3741114,1,2.5819721,5.142653
3937,A_PuertoRico_8_1934_PB1_260_2074,4.135304,2.4959395,1,2.5819721,5.142653
3938,A_PuertoRico_8_1934_PB1_260_2099,4.0525184,2.4129024,1,2.5819721,5.142653
3939,A_PuertoRico_8_1934_PB1_260_2102,4.0878735,2.4025156,1,2.5819721,5.142653
3940,A_PuertoRico_8_1934_PB1_260_284,4.119794,2.4126835,1,2.5819721,5.142653
3941,A_PuertoRico_8_1934_PB1_260_286,4.0961375,2.3692286,1,2.5819721,5.142653
3942,A_PuertoRico_8_1934_PB1_261_1723,9.340649,2.178168,0,8.571022,4.451144
3943,A_PuertoRico_8_1934_PB1_261_1887,9.102724,2.2347145,0,8.571022,4.451144
3944,A_PuertoRico_8_1934_PB1_261_1897,9.494396,3.561537,0,8.571022,4.451144
3945,A_PuertoRico_8_1934_PB1_261_1906,9.346778,2.2702985,0,8.571022,4.451144
3946,A_PuertoRico_8_1934_PB1_261_1934,9.005001,3.0014858,0,8.571022,4.451144
3947,A_PuertoRico_8_1934_PB1_261_1954,9.450978,2.0598154,0,8.571022,4.451144
3948,A_PuertoRico_8_1934_PB1_261_1958,9.526607,3.0636563,0,8.571022,4.451144
3949,A_PuertoRico_8_1934_PB1_261_1961,9.4121,3.2549767,0,8.571022,4.451144
3950,A_PuertoRico_8_1934_PB1_261_1969,9.232149,1.9612325,0,8.571022,4.451144
3951,A_PuertoRico_8_1934_PB1_261_1971,9.344654,2.5588973,0,8.571022,4.451144
3952,A_PuertoRico_8_1934_PB1_261_1978,9.371416,2.1962745,0,8.571022,4.451144
3953,A_PuertoRico_8_1934_PB1_261_1988,9.21533,2.7194648,0,8.571022,4.451144
3954,A_PuertoRico_8_1934_PB1_261_1995,9.580074,2.8515005,0,8.571022,4.451144
3955,A_PuertoRico_8_1934_PB1_261_2014,9.166227,2.0110006,0,8.571022,4.451144
3956,A_PuertoRico_8_1934_PB1_261_2016,9.258094,2.0462732,0,8.571022,4.451144
3957,A_PuertoRico_8_1934_PB1_261_2037,9.022209,2.9002185,0,8.571022,4.451144
3958,A_PuertoRico_8_1934_PB1_261_2045,9.395333,2.3477805,0,8.571022,4.451144
3959,A_PuertoRico_8_1934_PB1_261_2054,9.033803,1.5520068,0,8.571022,4.451144
3960,A_PuertoRico_8_1934_PB1_261_2068,9.13186,2.0221457,0,8.571022,4.451144
3961,A_PuertoRico_8_1934_PB1_261_2071,9.765086,1.7855676,0,8.571022,4.451144
3962,A_PuertoRico_8_1934_PB1_261_2079,9.442532,2.6190367,0,8.571022,4.451144
3963,A_PuertoRico_8_1934_PB1_261_2091,9.557216,1.6197128,0,8.571022,4.451144
3964,A_PuertoRico_8_1934_PB1_261_2110,10.053807,1.7893493,0,8.571022,4.451144
3965,A_PuertoRico_8_1934_PB1_261_2129,8.165705,0.41079193,0,8.571022,4.451144
3966,A_PuertoRico_8_1934_PB1_261_2141,8.374195,1.6069765,0,8.571022,4.451144
3967,A_PuertoRico_8_1934_PB1_261_2165,9.699326,2.643401,0,8.571022,4.451144
3968,A_PuertoRico_8_1934_PB1_261_289,9.884615,1.9729995,0,8.571022,4.451144
3969,A_PuertoRico_8_1934_PB1_261_329,9.638539,2.2873898,0,8.571022,4.451144
3970,A_PuertoRico_8_1934_PB1_262_1631,6.583384,2.922392,0,8.571022,4.451144
3971,A_PuertoRico_8_1934_PB1_262_1824,6.5307283,2.853277,0,8.571022,4.451144
3972,A_PuertoRico_8_1934_PB1_262_1859,6.566477,2.8882504,0,8.571022,4.451144
3973,A_PuertoRico_8_1934_PB1_262_1902,6.371819,2.7909322,0,8.571022,4.451144
3974,A_PuertoRico_8_1934_PB1_262_1929,6.5767903,2.9397898,0,8.571022,4.451144
3975,A_PuertoRico_8_1934_PB1_262_1950,6.4796505,2.9986603,0,8.571022,4.451144
3976,A_PuertoRico_8_1934_PB1_262_2052,6.485567,2.8281488,0,8.571022,4.451144
3977,A_PuertoRico_8_1934_PB1_262_2062,6.690115,3.0220125,0,8.571022,4.451144
3978,A_PuertoRico_8_1934_PB1_262_2086,6.6413145,2.9225845,0,8.571022,4.451144
3979,A_PuertoRico_8_1934_PB1_262_2095,6.676692,2.971829,0,8.571022,4.451144
3980,A_PuertoRico_8_1934_PB1_262_2106,6.4542446,2.8774343,0,8.571022,4.451144
3981,A_PuertoRico_8_1934_PB1_263_2078,0.7151762,4.7412,1,2.5819721,5.142653
3982,A_PuertoRico_8_1934_PB1_263_301,-0.116145514,5.0398183,1,2.5819721,5.142653
3983,A_PuertoRico_8_1934_PB1_264_2055,3.247647,3.9672718,1,2.5819721,5.142653
3984,A_PuertoRico_8_1934_PB1_264_2059,3.3840969,2.4832325,1,2.5819721,5.142653
3985,A_PuertoRico_8_1934_PB1_264_2109,2.3224323,4.2842774,1,2.5819721,5.142653
3986,A_PuertoRico_8_1934_PB1_265_1945,-0.14929254,4.545607,1,2.5819721,5.142653
3987,A_PuertoRico_8_1934_PB1_265_2003,-0.21936445,4.5728197,1,2.5819721,5.142653
3988,A_PuertoRico_8_1934_PB1_265_2006,-0.18539804,4.51743,1,2.5819721,5.142653
3989,A_PuertoRico_8_1934_PB1_265_2013,1.7411988,4.4725423,1,2.5819721,5.142653
3990,A_PuertoRico_8_1934_PB1_265_2089,-0.10476272,4.5206985,1,2.5819721,5.142653
3991,A_PuertoRico_8_1934_PB1_266_1788,0.97354305,5.3311744,1,2.5819721,5.142653
3992,A_PuertoRico_8_1934_PB1_266_293,1.1421705,5.2699895,1,2.5819721,5.142653
3993,A_PuertoRico_8_1934_PB1_267_1956,3.798555,2.4138372,1,2.5819721,5.142653
3994,A_PuertoRico_8_1934_PB1_267_2043,3.96458,2.326194,1,2.5819721,5.142653
3995,A_PuertoRico_8_1934_PB1_267_2099,3.8072166,2.6227527,1,2.5819721,5.142653
3996,A_PuertoRico_8_1934_PB1_268_1898,3.6448507,2.6024516,1,2.5819721,5.142653
3997,A_PuertoRico_8_1934_PB1_268_1962,3.794276,2.683912,1,2.5819721,5.142653
3998,A_PuertoRico_8_1934_PB1_268_1989,3.8085084,2.7569,1,2.5819721,5.142653
3999,A_PuertoRico_8_1934_PB1_268_2005,3.707095,2.582466,1,2.5819721,5.142653
4000,A_PuertoRico_8_1934_PB1_268_2080,3.9382215,2.8188124,1,2.5819721,5.142653
4001,A_PuertoRico_8_1934_PB1_268_2099,3.9110043,2.769799,1,2.5819721,5.142653
4002,A_PuertoRico_8_1934_PB1_268_2113,3.959944,2.704224,1,2.5819721,5.142653
4003,A_PuertoRico_8_1934_PB1_268_2183,3.9562514,2.6869183,1,2.5819721,5.142653
4004,A_PuertoRico_8_1934_PB1_269_1630,7.4581676,1.9460982,0,8.571022,4.451144
4005,A_PuertoRico_8_1934_PB1_269_1753,7.385448,1.8541338,0,8.571022,4.451144
4006,A_PuertoRico_8_1934_PB1_269_1884,7.4575167,1.6448119,0,8.571022,4.451144
4007,A_PuertoRico_8_1934_PB1_269_1896,1.9767559,3.297833,1,2.5819721,5.142653
4008,A_PuertoRico_8_1934_PB1_269_1901,7.353334,1.8123335,0,8.571022,4.451144
4009,A_PuertoRico_8_1934_PB1_269_1906,7.295272,1.7842681,0,8.571022,4.451144
4010,A_PuertoRico_8_1934_PB1_269_1942,7.318109,1.9053743,0,8.571022,4.451144
4011,A_PuertoRico_8_1934_PB1_269_1949,7.3293443,1.8239223,0,8.571022,4.451144
4012,A_PuertoRico_8_1934_PB1_269_1954,7.3415885,1.7922072,0,8.571022,4.451144
4013,A_PuertoRico_8_1934_PB1_269_1986,7.3920836,1.7054508,0,8.571022,4.451144
4014,A_PuertoRico_8_1934_PB1_269_2008,7.3078837,1.822006,0,8.571022,4.451144
4015,A_PuertoRico_8_1934_PB1_269_2011,7.3637013,1.8356849,0,8.571022,4.451144
4016,A_PuertoRico_8_1934_PB1_269_2014,7.412607,1.6035961,0,8.571022,4.451144
4017,A_PuertoRico_8_1934_PB1_269_2016,7.354631,1.8004062,0,8.571022,4.451144
4018,A_PuertoRico_8_1934_PB1_269_2054,7.4909544,1.5290704,0,8.571022,4.451144
4019,A_PuertoRico_8_1934_PB1_269_2056,7.4241743,1.8101491,0,8.571022,4.451144
4020,A_PuertoRico_8_1934_PB1_269_2061,7.598515,2.1976273,0,8.571022,4.451144
4021,A_PuertoRico_8_1934_PB1_269_2065,7.4017124,1.647086,0,8.571022,4.451144
4022,A_PuertoRico_8_1934_PB1_269_2071,7.443517,1.6403383,0,8.571022,4.451144
4023,A_PuertoRico_8_1934_PB1_269_2085,7.4001656,1.7063832,0,8.571022,4.451144
4024,A_PuertoRico_8_1934_PB1_269_2091,7.35442,1.7604393,0,8.571022,4.451144
4025,A_PuertoRico_8_1934_PB1_269_2095,7.3241353,1.8533489,0,8.571022,4.451144
4026,A_PuertoRico_8_1934_PB1_269_2129,8.079781,0.40676278,0,8.571022,4.451144
4027,A_PuertoRico_8_1934_PB1_269_2149,7.7112913,1.5994488,0,8.571022,4.451144
4028,A_PuertoRico_8_1934_PB1_269_2203,7.3536415,1.8010125,0,8.571022,4.451144
4029,A_PuertoRico_8_1934_PB1_269_2246,7.2792883,1.9165118,0,8.571022,4.451144
4030,A_PuertoRico_8_1934_PB1_270_1629,2.7973757,3.8069139,1,2.5819721,5.142653
4031,A_PuertoRico_8_1934_PB1_270_1935,2.6550608,3.873807,1,2.5819721,5.142653
4032,A_PuertoRico_8_1934_PB1_270_1969,2.7169127,3.7505064,1,2.5819721,5.142653
4033,A_PuertoRico_8_1934_PB1_270_2013,2.57891,3.9518392,1,2.5819721,5.142653
4034,A_PuertoRico_8_1934_PB1_270_2038,2.7020495,3.7630103,1,2.5819721,5.142653
4035,A_PuertoRico_8_1934_PB1_270_2044,2.5693035,3.8426237,1,2.5819721,5.142653
4036,A_PuertoRico_8_1934_PB1_270_2046,2.8063078,3.6836576,1,2.5819721,5.142653
4037,A_PuertoRico_8_1934_PB1_270_2053,2.5273547,4.0000844,1,2.5819721,5.142653
4038,A_PuertoRico_8_1934_PB1_270_2055,2.870776,3.8329074,1,2.5819721,5.142653
4039,A_PuertoRico_8_1934_PB1_270_2070,2.5349863,3.9529579,1,2.5819721,5.142653
4040,A_PuertoRico_8_1934_PB1_270_2082,2.615377,3.9198735,1,2.5819721,5.142653
4041,A_PuertoRico_8_1934_PB1_270_2109,2.56393,3.9518876,1,2.5819721,5.142653
4042,A_PuertoRico_8_1934_PB1_270_2111,3.1010685,3.5943797,1,2.5819721,5.142653
4043,A_PuertoRico_8_1934_PB1_270_2159,2.8030133,3.6563516,1,2.5819721,5.142653
4044,A_PuertoRico_8_1934_PB1_271_1919,-0.07177321,4.26669,1,2.5819721,5.142653
4045,A_PuertoRico_8_1934_PB1_271_1937,-0.013495081,4.2182803,1,2.5819721,5.142653
4046,A_PuertoRico_8_1934_PB1_271_1955,-0.026392495,4.203592,1,2.5819721,5.142653
4047,A_PuertoRico_8_1934_PB1_271_1957,0.13577215,4.189958,1,2.5819721,5.142653
4048,A_PuertoRico_8_1934_PB1_271_1960,-0.025223568,4.2431064,1,2.5819721,5.142653
4049,A_PuertoRico_8_1934_PB1_271_1973,-0.08340858,4.232496,1,2.5819721,5.142653
4050,A_PuertoRico_8_1934_PB1_271_1990,-0.10209354,4.214867,1,2.5819721,5.142653
4051,A_PuertoRico_8_1934_PB1_271_1997,-0.009761595,4.2121935,1,2.5819721,5.142653
4052,A_PuertoRico_8_1934_PB1_271_2003,-0.11349626,4.2374625,1,2.5819721,5.142653
4053,A_PuertoRico_8_1934_PB1_271_2022,-0.0647328,4.200395,1,2.5819721,5.142653
4054,A_PuertoRico_8_1934_PB1_271_2050,0.019322058,4.1944494,1,2.5819721,5.142653
4055,A_PuertoRico_8_1934_PB1_271_2075,0.0143440645,4.206425,1,2.5819721,5.142653
4056,A_PuertoRico_8_1934_PB1_271_2081,0.015515166,4.22377,1,2.5819721,5.142653
4057,A_PuertoRico_8_1934_PB1_271_2114,0.023702934,4.2392964,1,2.5819721,5.142653
4058,A_PuertoRico_8_1934_PB1_271_2167,-0.07134688,4.2141438,1,2.5819721,5.142653
4059,A_PuertoRico_8_1934_PB1_271_2170,-0.058709186,4.2010994,1,2.5819721,5.142653
4060,A_PuertoRico_8_1934_PB1_271_2257,-0.0003782223,4.202489,1,2.5819721,5.142653
4061,A_PuertoRico_8_1934_PB1_271_301,0.006542477,4.217531,1,2.5819721,5.142653
4062,A_PuertoRico_8_1934_PB1_272_1900,5.025567,3.9943457,1,2.5819721,5.142653
4063,A_PuertoRico_8_1934_PB1_272_1950,6.0374784,3.3534193,0,8.571022,4.451144
4064,A_PuertoRico_8_1934_PB1_272_1953,5.0921144,3.9775283,1,2.5819721,5.142653
4065,A_PuertoRico_8_1934_PB1_272_2001,5.119646,3.9708953,1,2.5819721,5.142653
4066,A_PuertoRico_8_1934_PB1_272_2007,5.0724273,3.9329903,1,2.5819721,5.142653
4067,A_PuertoRico_8_1934_PB1_272_2101,5.096106,3.9487622,1,2.5819721,5.142653
4068,A_PuertoRico_8_1934_PB1_272_2104,5.0653467,4.004932,1,2.5819721,5.142653
4069,A_PuertoRico_8_1934_PB1_272_2202,5.063792,3.9489276,1,2.5819721,5.142653
4070,A_PuertoRico_8_1934_PB1_273_1856,7.1680346,2.665502,0,8.571022,4.451144
4071,A_PuertoRico_8_1934_PB1_273_1965,7.552916,2.7151723,0,8.571022,4.451144
4072,A_PuertoRico_8_1934_PB1_274_1959,3.262456,2.7492995,1,2.5819721,5.142653
4073,A_PuertoRico_8_1934_PB1_274_1966,8.257071,0.8197174,0,8.571022,4.451144
4074,A_PuertoRico_8_1934_PB1_275_1906,9.315875,2.1958401,0,8.571022,4.451144
4075,A_PuertoRico_8_1934_PB1_275_1988,9.307263,2.6562126,0,8.571022,4.451144
4076,A_PuertoRico_8_1934_PB1_275_1995,9.669921,2.7869081,0,8.571022,4.451144
4077,A_PuertoRico_8_1934_PB1_275_2054,9.101894,1.4701209,0,8.571022,4.451144
4078,A_PuertoRico_8_1934_PB1_275_2071,9.854433,1.7311126,0,8.571022,4.451144
4079,A_PuertoRico_8_1934_PB1_275_2080,4.145731,3.1361527,1,2.5819721,5.142653
4080,A_PuertoRico_8_1934_PB1_275_2110,10.160647,1.6337613,0,8.571022,4.451144
4081,A_PuertoRico_8_1934_PB1_275_2129,8.2057295,0.39473313,0,8.571022,4.451144
4082,A_PuertoRico_8_1934_PB1_277_1897,9.42424,3.6487935,0,8.571022,4.451144
4083,A_PuertoRico_8_1934_PB1_277_1922,8.220904,1.2525123,0,8.571022,4.451144
4084,A_PuertoRico_8_1934_PB1_277_1950,6.486785,3.2002385,0,8.571022,4.451144
4085,A_PuertoRico_8_1934_PB1_277_1966,8.205553,1.1115309,0,8.571022,4.451144
4086,A_PuertoRico_8_1934_PB1_278_1898,3.3753424,2.604577,1,2.5819721,5.142653
4087,A_PuertoRico_8_1934_PB1_278_1989,3.8035717,2.6698117,1,2.5819721,5.142653
4088,A_PuertoRico_8_1934_PB1_278_2005,3.5237308,2.5799508,1,2.5819721,5.142653
4089,A_PuertoRico_8_1934_PB1_278_2102,4.053418,2.5220804,1,2.5819721,5.142653
4090,A_PuertoRico_8_1934_PB1_279_1753,8.537344,2.6247163,0,8.571022,4.451144
4091,A_PuertoRico_8_1934_PB1_279_1858,9.171089,1.9105666,0,8.571022,4.451144
4092,A_PuertoRico_8_1934_PB1_279_1884,9.1020355,1.7836975,0,8.571022,4.451144
4093,A_PuertoRico_8_1934_PB1_279_1897,9.494606,3.5894115,0,8.571022,4.451144
4094,A_PuertoRico_8_1934_PB1_279_1901,8.232855,2.8589175,0,8.571022,4.451144
4095,A_PuertoRico_8_1934_PB1_279_1942,8.102752,2.9176726,0,8.571022,4.451144
4096,A_PuertoRico_8_1934_PB1_279_1949,8.463449,2.6919084,0,8.571022,4.451144
4097,A_PuertoRico_8_1934_PB1_279_1958,9.465146,3.0844529,0,8.571022,4.451144
4098,A_PuertoRico_8_1934_PB1_279_1986,9.000756,2.1988983,0,8.571022,4.451144
4099,A_PuertoRico_8_1934_PB1_279_1988,8.877095,2.7500064,0,8.571022,4.451144
4100,A_PuertoRico_8_1934_PB1_279_1995,9.450348,3.0065043,0,8.571022,4.451144
4101,A_PuertoRico_8_1934_PB1_279_2036,7.963425,2.8715625,0,8.571022,4.451144
4102,A_PuertoRico_8_1934_PB1_279_2054,9.054426,1.5089242,0,8.571022,4.451144
4103,A_PuertoRico_8_1934_PB1_279_2061,7.8730836,2.8138394,0,8.571022,4.451144
4104,A_PuertoRico_8_1934_PB1_279_2071,9.728842,1.813589,0,8.571022,4.451144
4105,A_PuertoRico_8_1934_PB1_279_2076,9.35745,2.8583257,0,8.571022,4.451144
4106,A_PuertoRico_8_1934_PB1_279_2091,9.359251,1.52386,0,8.571022,4.451144
4107,A_PuertoRico_8_1934_PB1_279_2110,10.1805105,1.6763363,0,8.571022,4.451144
4108,A_PuertoRico_8_1934_PB1_279_2139,9.220241,1.7944231,0,8.571022,4.451144
4109,A_PuertoRico_8_1934_PB1_280_1898,3.2538774,2.6150503,1,2.5819721,5.142653
4110,A_PuertoRico_8_1934_PB1_280_1959,3.0951293,2.6273842,1,2.5819721,5.142653
4111,A_PuertoRico_8_1934_PB1_280_1999,3.1558852,2.5493178,1,2.5819721,5.142653
4112,A_PuertoRico_8_1934_PB1_280_2005,3.4243217,2.5753314,1,2.5819721,5.142653
4113,A_PuertoRico_8_1934_PB1_280_2066,0.8759188,5.1498804,1,2.5819721,5.142653
4114,A_PuertoRico_8_1934_PB1_280_2130,1.0219957,4.68615,1,2.5819721,5.142653
4115,A_PuertoRico_8_1934_PB1_281_1984,7.874551,2.8002563,0,8.571022,4.451144
4116,A_PuertoRico_8_1934_PB1_281_2061,7.8604403,2.6861677,0,8.571022,4.451144
4117,A_PuertoRico_8_1934_PB1_281_2085,7.92637,2.839586,0,8.571022,4.451144
4118,A_PuertoRico_8_1934_PB1_281_2129,8.135685,0.36541203,0,8.571022,4.451144
4119,A_PuertoRico_8_1934_PB1_282_1898,3.1912763,2.6545963,1,2.5819721,5.142653
4120,A_PuertoRico_8_1934_PB1_282_1959,3.12563,2.657502,1,2.5819721,5.142653
4121,A_PuertoRico_8_1934_PB1_282_1972,3.2152958,2.6226678,1,2.5819721,5.142653
4122,A_PuertoRico_8_1934_PB1_282_1996,3.2074797,2.645198,1,2.5819721,5.142653
4123,A_PuertoRico_8_1934_PB1_282_1999,3.13301,2.59507,1,2.5819721,5.142653
4124,A_PuertoRico_8_1934_PB1_283_1941,1.9517823,4.0736356,1,2.5819721,5.142653
4125,A_PuertoRico_8_1934_PB1_283_1946,7.1443987,2.1213622,0,8.571022,4.451144
4126,A_PuertoRico_8_1934_PB1_283_2070,2.4212968,4.1583533,1,2.5819721,5.142653
4127,A_PuertoRico_8_1934_PB1_284_1870,-0.42446145,4.9590507,1,2.5819721,5.142653
4128,A_PuertoRico_8_1934_PB1_284_1877,-0.49409157,4.9514437,1,2.5819721,5.142653
4129,A_PuertoRico_8_1934_PB1_284_1899,-0.55524576,4.7388024,1,2.5819721,5.142653
4130,A_PuertoRico_8_1934_PB1_284_1952,-0.5078228,4.8610086,1,2.5819721,5.142653
4131,A_PuertoRico_8_1934_PB1_284_1960,-0.50246805,4.870524,1,2.5819721,5.142653
4132,A_PuertoRico_8_1934_PB1_284_1973,-0.4892134,4.977966,1,2.5819721,5.142653
4133,A_PuertoRico_8_1934_PB1_284_2022,-0.59418243,4.907162,1,2.5819721,5.142653
4134,A_PuertoRico_8_1934_PB1_284_2100,-0.47813487,4.831656,1,2.5819721,5.142653
4135,A_PuertoRico_8_1934_PB1_284_2103,-0.4837721,4.803243,1,2.5819721,5.142653
4136,A_PuertoRico_8_1934_PB1_284_2170,-0.51251304,4.9070487,1,2.5819721,5.142653
4137,A_PuertoRico_8_1934_PB1_285_1896,1.8907751,3.4796572,1,2.5819721,5.142653
4138,A_PuertoRico_8_1934_PB1_285_1975,3.2785318,2.487329,1,2.5819721,5.142653
4139,A_PuertoRico_8_1934_PB1_285_1977,1.9252522,3.7789116,1,2.5819721,5.142653
4140,A_PuertoRico_8_1934_PB1_286_1889,-0.68023044,4.8957963,1,2.5819721,5.142653
4141,A_PuertoRico_8_1934_PB1_286_1909,-0.6499781,4.675335,1,2.5819721,5.142653
4142,A_PuertoRico_8_1934_PB1_286_2006,-0.61971253,4.639396,1,2.5819721,5.142653
4143,A_PuertoRico_8_1934_PB1_286_2023,-0.67906624,4.6852307,1,2.5819721,5.142653
4144,A_PuertoRico_8_1934_PB1_286_2100,-0.56841165,4.7084713,1,2.5819721,5.142653
4145,A_PuertoRico_8_1934_PB1_286_335,-0.65233475,4.727445,1,2.5819721,5.142653
4146,A_PuertoRico_8_1934_PB1_287_1862,3.6090088,2.258582,1,2.5819721,5.142653
4147,A_PuertoRico_8_1934_PB1_287_1869,3.5261335,2.1839476,1,2.5819721,5.142653
4148,A_PuertoRico_8_1934_PB1_287_1882,3.50221,2.2426755,1,2.5819721,5.142653
4149,A_PuertoRico_8_1934_PB1_287_1908,3.5800803,2.1713948,1,2.5819721,5.142653
4150,A_PuertoRico_8_1934_PB1_287_1915,3.4263108,2.1779406,1,2.5819721,5.142653
4151,A_PuertoRico_8_1934_PB1_287_1996,3.4265146,2.2695632,1,2.5819721,5.142653
4152,A_PuertoRico_8_1934_PB1_287_2005,3.4814825,2.3164356,1,2.5819721,5.142653
4153,A_PuertoRico_8_1934_PB1_287_2059,3.5510018,2.175135,1,2.5819721,5.142653
4154,A_PuertoRico_8_1934_PB1_287_2074,3.5929277,2.2743406,1,2.5819721,5.142653
4155,A_PuertoRico_8_1934_PB1_287_2080,3.5490956,2.2699487,1,2.5819721,5.142653
4156,A_PuertoRico_8_1934_PB1_287_2113,3.629361,2.21634,1,2.5819721,5.142653
4157,A_PuertoRico_8_1934_PB1_287_2221,3.5705254,2.1867,1,2.5819721,5.142653
4158,A_PuertoRico_8_1934_PB1_288_1829,7.7693005,1.2257394,0,8.571022,4.451144
4159,A_PuertoRico_8_1934_PB1_288_1858,7.5469456,1.3973298,0,8.571022,4.451144
4160,A_PuertoRico_8_1934_PB1_288_1884,7.699977,1.1852394,0,8.571022,4.451144
4161,A_PuertoRico_8_1934_PB1_288_1887,7.580608,1.3307678,0,8.571022,4.451144
4162,A_PuertoRico_8_1934_PB1_288_1901,7.549503,1.3763896,0,8.571022,4.451144
4163,A_PuertoRico_8_1934_PB1_288_1928,7.596273,1.5100464,0,8.571022,4.451144
4164,A_PuertoRico_8_1934_PB1_288_1942,7.505476,1.4285645,0,8.571022,4.451144
4165,A_PuertoRico_8_1934_PB1_288_1947,7.49607,1.2856861,0,8.571022,4.451144
4166,A_PuertoRico_8_1934_PB1_288_1949,7.4504843,1.4687446,0,8.571022,4.451144
4167,A_PuertoRico_8_1934_PB1_288_1969,7.608317,1.2278963,0,8.571022,4.451144
4168,A_PuertoRico_8_1934_PB1_288_2011,7.48585,1.4361838,0,8.571022,4.451144
4169,A_PuertoRico_8_1934_PB1_288_2014,7.5611825,1.2332118,0,8.571022,4.451144
4170,A_PuertoRico_8_1934_PB1_288_2054,7.6767416,1.1511954,0,8.571022,4.451144
4171,A_PuertoRico_8_1934_PB1_288_2056,7.530995,1.3278905,0,8.571022,4.451144
4172,A_PuertoRico_8_1934_PB1_288_2061,7.5533257,1.5624777,0,8.571022,4.451144
4173,A_PuertoRico_8_1934_PB1_288_2071,7.6531463,1.1782694,0,8.571022,4.451144
4174,A_PuertoRico_8_1934_PB1_288_2085,7.611472,1.3080267,0,8.571022,4.451144
4175,A_PuertoRico_8_1934_PB1_288_2091,7.739418,1.1589211,0,8.571022,4.451144
4176,A_PuertoRico_8_1934_PB1_288_2094,7.598835,1.3421866,0,8.571022,4.451144
4177,A_PuertoRico_8_1934_PB1_288_2118,7.547207,1.3024011,0,8.571022,4.451144
4178,A_PuertoRico_8_1934_PB1_288_2129,7.9726024,0.49202296,0,8.571022,4.451144
