Segment,Start,End,NGS_read_count,ACC_num,Context,Compartment,Resolution,Replicate
PB2,200,2152,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,202,2145,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,202,245,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2035,2127,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,203,2052,338,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,203,2146,887,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,203,2208,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,203,2213,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,203,2230,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,203,2262,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,205,2054,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,206,2149,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2085,2144,34,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2085,2281,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2149,2328,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,214,241,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2171,2206,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2174,2210,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,217,1952,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2180,2213,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2237,2265,12,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2245,2317,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,2298,2336,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,230,2032,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,230,2144,153,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,231,263,10,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,238,2057,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,238,2143,12,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,238,2215,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,238,277,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,239,2143,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,241,2144,8,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,241,2151,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,242,2151,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,1739,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2035,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2059,9,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2067,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2081,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2123,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2127,15,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2148,29,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2149,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2191,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,243,2371,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,1656,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2028,12,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2032,23,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2034,177,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2055,624,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2056,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2083,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2086,43,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2125,92,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2142,24,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2144,575,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2151,59,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2153,2082,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2154,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2197,17,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2206,37,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2216,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2233,25,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2238,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2242,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2253,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2255,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2257,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2265,30,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,2347,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,244,446,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,245,1948,7,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,245,2139,11,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,245,2145,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,245,2212,66,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,245,2227,17,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,246,2235,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,246,2257,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,246,333,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,247,2009,17,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,250,2207,30,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,252,2063,13,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,253,1888,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,254,2144,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,255,1781,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,256,2067,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,259,1521,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,260,2067,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,260,2127,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,261,2125,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,262,1709,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,262,1952,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,262,2084,27,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,264,2058,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,265,818,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,268,2016,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,269,2054,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,26,1949,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,270,1836,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,272,2143,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,273,2050,30,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,273,2149,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,277,1928,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,277,2072,36,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,277,2144,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,280,2271,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,281,1619,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,281,1928,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,281,2216,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,285,2084,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,290,2034,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,290,2239,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,298,1951,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,298,2143,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,301,2049,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,305,902,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,307,2145,16,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,308,1908,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,311,2033,35,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,314,992,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,31,56,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,31,62,9,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,325,1938,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,326,2050,7,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,327,2339,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,328,1542,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,32,67,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,330,1939,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,330,2086,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,330,2144,12,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,332,2008,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,333,1953,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,333,2148,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,334,2028,9,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,335,2210,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,336,2264,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,337,2024,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,338,1931,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,338,743,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,340,2035,9,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,342,1733,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,343,1877,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,343,1917,27,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,343,2067,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,344,2055,8,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,344,2241,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,345,2126,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,345,2247,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,346,371,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,349,1949,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,349,1964,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,350,1149,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,351,1786,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,351,1951,26,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,351,1998,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,351,2028,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,351,2055,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,351,2078,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,353,1997,11,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,353,2210,11,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,356,1856,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,356,2029,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,357,1856,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,357,1971,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,357,2260,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,358,1950,26,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,358,1954,103,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,35,129,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,35,64,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,363,2067,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,364,2050,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,364,829,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,365,1981,22,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,367,1979,10,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,367,1980,17,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,368,1950,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,369,2060,63,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,372,1957,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,376,2123,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,376,2153,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,377,2084,17,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,378,1965,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,378,1997,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,379,1751,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,379,2068,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,37,64,43,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,381,1977,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,386,1134,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,388,611,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,389,2019,10,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,389,2073,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,390,2123,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,391,1681,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,391,1940,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,391,1954,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,391,1973,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,391,2259,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,392,1959,10,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,392,2070,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,393,1977,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,393,1981,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,393,2044,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,393,454,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,394,2028,1284,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,394,2029,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,394,2057,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,395,1960,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,395,2029,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,395,2059,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,395,2067,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,396,1908,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,396,2055,452,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,397,1927,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,397,1929,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,397,1968,8,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,397,2145,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,399,1776,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,400,1960,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,401,1951,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,401,1964,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,402,2069,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,403,2031,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,404,1927,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,405,1889,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,407,1948,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,407,1982,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,410,1907,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,417,1927,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,417,1963,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,417,1997,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,418,1689,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,418,1938,10,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,418,2036,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,420,2005,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,427,1880,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,427,1888,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,427,1917,29,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,427,1949,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,427,1952,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,427,1953,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,427,1960,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,428,1789,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,428,1889,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,428,1959,23,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,428,2125,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,428,2211,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,428,2265,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,428,450,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,429,1484,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,429,1909,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,429,1977,52,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,429,1981,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,429,2056,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,42,66,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,430,1763,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,431,2031,7,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,431,587,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,433,2011,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,43,68,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,442,1949,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,443,1855,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,443,1907,10,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,443,1930,19,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,444,1917,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,444,1949,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,444,2024,122,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,444,2123,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,446,1952,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,446,2029,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,448,1753,40,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,448,1772,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,448,2081,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,449,1736,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,44,1151,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,44,2070,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,451,1880,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,452,1738,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,452,2006,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,453,1916,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,454,584,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,457,1998,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,457,2080,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,461,1997,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,462,2060,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,462,2061,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,463,1688,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,463,1888,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,463,1949,24,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,464,1956,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,464,1962,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,465,1842,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,466,1979,42,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,466,1983,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,467,1759,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,467,1950,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,468,1530,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,469,1790,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,469,1794,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,469,1877,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,469,1917,29,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,469,1956,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,469,1960,8,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,469,2073,30,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,470,1998,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,470,2006,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,471,1874,7,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,471,1977,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,471,1981,16,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,471,2009,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,472,1874,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,472,1972,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,472,1986,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,472,2072,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,479,1052,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,479,1931,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,47,73,112,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,1426,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,1774,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,1852,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,1859,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,1906,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,1926,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,1948,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,1978,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,481,2053,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,492,1971,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,492,2194,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,497,1789,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,497,2028,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,498,1767,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,498,1949,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,498,1953,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,499,1689,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,499,1786,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,499,1839,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,499,1951,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,499,1959,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,49,75,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,500,1832,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,500,1907,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,500,1950,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,500,2031,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,501,1778,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,501,1918,19,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,501,2036,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,502,1928,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,502,1939,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,502,2006,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,502,2088,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,502,2263,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,504,2077,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,505,1758,8,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,506,1764,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,507,1935,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,509,1752,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,509,1758,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,509,1762,4,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,509,1767,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,509,1937,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,511,1952,5,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,512,1750,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,512,1927,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,513,1750,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,513,1970,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,513,2068,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,514,1857,6,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,514,1973,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,515,1762,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,515,1889,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,517,2035,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,517,2088,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,517,2089,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,519,1770,15,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,519,1873,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,519,1912,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,520,1466,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,520,1927,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,520,2015,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,522,2050,3,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,525,2017,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,526,1877,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,527,1707,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,530,1759,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,536,1888,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,536,1949,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,537,1839,1,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,538,1467,2,SRR15183342,in vivo,extracellular,bulk,3-1
PB2,538,2056,9,SRR15183342,in vivo,extracellular,bulk,3-1
