Segment,Start,End,NGS_read_count,ACC_num,Replicate,Cells,Context,Compartment,Resolution,Time
HA,444,1412,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,447,1497,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,454,1247,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,459,609,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,466,1524,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,473,739,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,478,1043,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,511,1019,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,514,577,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,515,1199,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,521,1191,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,522,1064,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,528,553,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,536,1248,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,546,1102,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,566,967,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,573,1009,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,580,791,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,598,910,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,608,1001,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,614,884,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,616,1040,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,625,738,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,639,729,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,679,1062,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,681,1311,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,683,1482,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,684,844,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,690,713,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,699,836,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,699,843,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,719,1046,6,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,720,1021,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,736,970,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,750,1133,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,754,784,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,758,970,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,788,1088,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,788,1384,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,821,1086,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,821,858,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,822,1087,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,824,1034,5,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,824,1078,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,824,1110,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,833,1141,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,834,1443,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,857,1146,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,889,971,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,893,1156,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,911,1270,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,918,1003,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,940,985,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
HA,986,1018,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,148,822,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,189,825,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,193,552,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,207,853,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,243,313,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,313,808,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,320,361,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,337,520,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,373,775,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,381,634,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,386,618,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,387,612,30,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,387,637,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,389,425,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,395,528,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,396,606,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,397,655,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,400,464,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,400,676,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,402,604,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,403,452,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,404,608,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,404,621,8,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,405,480,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,405,667,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,408,612,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,408,668,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,412,842,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,415,693,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,416,620,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,417,453,6,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,420,453,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,425,447,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,425,774,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,432,460,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,440,499,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,441,529,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,456,510,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,480,572,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,502,577,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,506,945,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,508,655,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,537,679,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,538,569,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,550,861,7,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,608,651,12,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,616,677,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,643,947,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,648,858,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,650,830,26,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,651,853,187,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,652,838,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,652,854,6,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,655,828,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,655,848,86,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,666,757,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,737,803,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,913,948,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,920,955,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
M,92,141,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,100,619,25,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,102,1191,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,1081,1171,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,1119,1266,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,111,1024,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,1147,1189,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,115,1252,273,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,1221,1340,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,124,1246,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,1273,1312,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,128,1045,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,134,1066,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,142,1221,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,145,1276,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,147,1211,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,151,1241,34,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,153,1175,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,156,1191,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,164,1283,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,165,1211,14,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,165,1317,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,166,1093,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,167,1118,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,167,1193,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,168,1051,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,169,1231,6,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,170,1192,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,171,1037,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,172,1207,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,172,1240,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,177,1178,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,178,1074,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,178,1243,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,184,1204,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,191,492,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,192,1058,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,193,1253,17,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,193,232,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,195,1085,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,198,1235,6,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,199,1253,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,202,1053,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,203,435,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,207,1292,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,214,1105,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,218,1044,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,222,1091,37,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,223,1162,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,229,1245,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,233,1149,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,233,1150,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,236,1093,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,236,821,101,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,239,1109,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,239,1189,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,240,1151,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,242,1258,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,254,1154,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,254,284,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,255,1317,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,256,1150,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,261,1092,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,262,334,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,263,1087,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,264,331,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,266,1150,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,266,1177,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,267,1134,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,279,1093,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,284,1024,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,284,1193,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,285,1104,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,286,957,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,288,1110,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,288,965,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,290,1041,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,295,1210,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,301,1049,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,302,1107,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,302,963,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,308,622,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,314,877,7,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,315,933,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,316,377,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,325,956,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,326,1040,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,330,956,52,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,334,363,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,335,947,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,337,543,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,338,902,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,339,1024,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,340,1001,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,347,1015,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,347,625,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,347,972,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,347,995,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,349,957,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,351,825,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,353,386,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,354,1003,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,354,863,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,354,971,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,354,979,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,355,1037,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,355,1149,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,358,701,9,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,360,972,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,362,1024,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,371,479,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,371,550,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,373,936,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,377,486,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,380,419,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,381,1011,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,382,897,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,383,1040,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,383,959,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,383,967,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,387,1009,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,387,549,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,387,684,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,388,480,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,388,978,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,391,1180,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,396,875,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,401,1003,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,403,429,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,405,921,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,407,891,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,408,901,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,408,969,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,409,882,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,410,551,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,412,1038,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,414,1042,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,414,905,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,416,889,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,419,565,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,420,795,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,423,505,11,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,427,647,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,427,770,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,427,771,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,430,915,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,436,577,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,442,569,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,458,485,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,467,555,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,469,1377,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,471,902,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,473,1072,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,477,516,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,481,766,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,484,866,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,486,614,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,486,900,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,488,783,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,491,890,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,499,768,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,502,980,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,503,915,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,505,780,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,506,546,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,508,1059,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,511,677,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,540,836,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,540,902,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,541,749,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,546,589,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,546,644,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,546,931,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,551,1096,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,553,1072,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,556,738,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,557,739,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,591,1015,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,605,690,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,615,682,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,623,1018,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,646,705,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,647,1073,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,651,677,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,660,1103,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,663,1129,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,676,703,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,678,823,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,685,861,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,686,858,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,691,804,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,694,924,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,718,853,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,730,853,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,730,857,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,734,932,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,735,1276,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,736,1255,10,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,742,1054,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,754,1036,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,757,865,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,758,1104,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,786,828,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,802,1276,40,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,828,1329,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,832,1278,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,855,907,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,861,895,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,867,1134,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,86,1189,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,86,677,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,873,978,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,87,1244,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,880,976,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,881,914,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,896,1097,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,89,701,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,90,1212,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,90,1238,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,90,197,4,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,930,1066,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,932,1063,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,932,976,1,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,944,1053,2,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
NA,951,1035,3,SRR15720525,d12,A549,in vitro,extracellular,bulk,48hpi
